,Unnamed: 0,checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,default,dependents,telephone,foreign_worker,job,gender,res_split1,residence_history_in mnths,employment_length_in mnths,purpose_grped,GBFlag,job_grped,credit_history_grped,Age_grped,residence_history_in mnths_grped,employment_length_in mnths_grped,savings_balance_grped,months_loan_duration_grped,checking_balance_grped
469,469,0.0,24,delayed,car (used),4679,25.0,4 years,3,single,none,4 years,other,35,none,own,2,0,1,2349752160.0,yes,unskilled resident,male,4.0,48.0,48.0,Car,Good,unskilled resident,delayed/repaid,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
967,967,0.0,15,repaid,radio/tv,3568,25.0,7 years,4,single,none,10 months,other,54,bank,rent,1,0,1,2349986266.0,yes,mangement self-employed,female,10.0,10.0,84.0,domestic appliance,Good,Others,delayed/repaid,"[53, 76)","[2.0, 132.0)","[36.0, 84.0)","[1.0, 31.0)","[10, 16)","[-15.0, 0.0)"
850,850,-18.0,20,critical,car (new),2235,4.0,3 years,4,married,guarantor,7 months,building society savings,33,bank,rent,2,1,1,,no,skilled employee,male,7.0,7.0,36.0,Car,Bad,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[1.0, 31.0)","[19, 31)","[-inf, -15.0)"
704,704,91.0,27,repaid,business,2528,97.0,1 months,4,single,none,,building society savings,32,none,own,1,0,2,2345105680.0,yes,skilled employee,female,,-500.0,1.0,Others,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[-inf, 3.0)","[31.0, 155.0)","[19, 31)","[0.0, 102.0)"
841,841,0.0,21,delayed,car (used),2993,18.0,2 years,3,single,none,4 months,real estate,28,stores,own,2,0,1,,yes,unskilled resident,male,4.0,4.0,24.0,Car,Good,unskilled resident,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
194,194,156.0,45,repaid,radio/tv,3031,331.0,2 years,4,single,guarantor,11 years,building society savings,21,none,rent,1,1,1,,yes,skilled employee,male,11.0,132.0,24.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[18, 24)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[37, 73)","[102.0, inf)"
854,854,0.0,36,delayed,car (new),10875,21.0,12 years,2,single,none,11 months,other,45,none,own,2,0,2,2346675790.0,yes,skilled employee,male,11.0,11.0,144.0,Car,Good,skilled employee,delayed/repaid,"[45, 53)","[2.0, 132.0)","[84.0, inf)","[1.0, 31.0)","[31, 37)","[-15.0, 0.0)"
864,864,0.0,10,repaid,furniture,2210,2.0,3 years,2,single,none,2 months,real estate,25,bank,rent,1,1,1,,yes,unskilled resident,male,2.0,2.0,36.0,furniture,Bad,unskilled resident,delayed/repaid,"[24, 34)","[-inf, 2.0)","[24.0, 36.0)","[1.0, 31.0)","[10, 16)","[-15.0, 0.0)"
503,503,148.0,24,critical,radio/tv,1216,329.0,7 months,4,single,none,16 years,unknown/none,38,bank,own,2,1,2,,yes,skilled employee,male,16.0,192.0,7.0,domestic appliance,Bad,skilled employee,critical,"[34, 40)","[132.0, 240.0)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[102.0, inf)"
969,969,-28.0,11,critical,car (new),3939,56.0,3 years,1,single,none,1 months,real estate,40,none,own,2,0,2,,yes,unskilled resident,male,1.0,1.0,36.0,Car,Good,unskilled resident,critical,"[40, 45)","[-inf, 2.0)","[24.0, 36.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
830,830,0.0,24,delayed,business,2375,980.0,1 years,4,single,none,6 months,other,44,none,own,2,0,2,2348902034.0,yes,skilled employee,male,6.0,6.0,12.0,Others,Good,skilled employee,delayed/repaid,"[40, 45)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
579,579,0.0,24,repaid,retraining,937,1.0,9 months,4,married,none,2 years,other,27,none,own,2,0,1,,yes,unskilled resident,male,2.0,24.0,9.0,Others,Good,unskilled resident,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[0.0, 1.0)","[19, 31)","[-15.0, 0.0)"
968,968,0.0,42,repaid,radio/tv,7166,0.0,6 years,2,married,none,7 years,building society savings,29,none,rent,1,0,1,2340454842.0,yes,skilled employee,male,7.0,84.0,72.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[0.0, 1.0)","[37, 73)","[-15.0, 0.0)"
162,162,0.0,15,repaid,domestic appliances,1262,686.0,4 years,4,single,none,2 years,building society savings,36,none,own,2,0,1,2342300177.0,yes,skilled employee,male,2.0,24.0,48.0,domestic appliance,Good,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[155.0, inf)","[10, 16)","[-15.0, 0.0)"
908,908,0.0,15,delayed,car (used),3594,64.0,7 months,1,single,none,8 months,building society savings,46,none,own,2,0,1,,yes,unskilled resident,female,8.0,8.0,7.0,Car,Good,unskilled resident,delayed/repaid,"[45, 53)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
152,152,404.0,36,repaid,radio/tv,5848,85.0,2 years,4,single,none,,other,24,none,own,1,0,1,,yes,skilled employee,male,,-500.0,24.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[31, 37)","[102.0, inf)"
801,801,32.0,18,critical,radio/tv,1795,79.0,8 years,3,single,guarantor,11 years,real estate,48,bank,rent,2,0,1,2341042691.0,yes,unskilled resident,female,11.0,132.0,96.0,domestic appliance,Good,unskilled resident,critical,"[45, 53)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[16, 19)","[0.0, 102.0)"
993,993,-18.0,36,repaid,furniture,3959,75.0,,4,single,none,3 years,building society savings,30,none,own,1,0,1,2349185006.0,yes,mangement self-employed,male,3.0,36.0,-500.0,furniture,Good,Others,delayed/repaid,"[24, 34)","[2.0, 132.0)","[-inf, 3.0)","[31.0, 155.0)","[31, 37)","[-inf, -15.0)"
755,755,-38.0,24,repaid,car (new),1285,0.0,7 years,4,single,none,12 years,unknown/none,32,none,rent,1,1,1,,yes,skilled employee,female,12.0,144.0,84.0,Car,Bad,skilled employee,delayed/repaid,"[24, 34)","[132.0, 240.0)","[36.0, 84.0)","[0.0, 1.0)","[19, 31)","[-inf, -15.0)"
111,111,501.0,15,repaid,education,392,7.0,8 months,4,single,none,18 years,building society savings,23,none,rent,1,0,1,2345155695.0,yes,skilled employee,female,18.0,216.0,8.0,education,Good,skilled employee,delayed/repaid,"[18, 24)","[132.0, 240.0)","[3.0, 24.0)","[1.0, 31.0)","[10, 16)","[102.0, inf)"
226,226,36.0,48,repaid,radio/tv,10961,2839.0,5 years,1,single,co-applicant,4 months,unknown/none,27,bank,own,2,1,1,2348625391.0,yes,skilled employee,male,4.0,4.0,60.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[155.0, inf)","[37, 73)","[0.0, 102.0)"
688,688,0.0,9,repaid,radio/tv,2753,426.0,7 years,3,single,co-applicant,21 years,other,35,none,own,1,0,1,2349920594.0,yes,skilled employee,male,21.0,252.0,84.0,domestic appliance,Good,skilled employee,delayed/repaid,"[34, 40)","[240.0, inf)","[36.0, 84.0)","[155.0, inf)","[3, 10)","[-15.0, 0.0)"
103,103,195.0,9,critical,furniture,1919,60.0,5 years,4,single,none,3 years,other,35,none,rent,1,0,1,2349472882.0,yes,skilled employee,male,3.0,36.0,60.0,furniture,Good,skilled employee,critical,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[3, 10)","[102.0, inf)"
421,421,132.0,12,repaid,car (used),2028,0.0,1 years,4,single,none,4 months,other,30,none,own,1,0,1,,yes,skilled employee,male,4.0,4.0,12.0,Car,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[0.0, 1.0)","[10, 16)","[102.0, inf)"
419,419,110.0,18,repaid,car (new),1042,0.0,3 years,4,single,none,5 months,building society savings,33,none,own,1,1,1,,yes,skilled employee,female,5.0,5.0,36.0,Car,Bad,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[0.0, 1.0)","[16, 19)","[102.0, inf)"
750,750,-44.0,6,repaid,furniture,428,26.0,11 years,2,single,none,,building society savings,49,bank,own,1,0,1,2342566376.0,yes,skilled employee,female,,-500.0,132.0,furniture,Good,skilled employee,delayed/repaid,"[45, 53)","[-inf, 2.0)","[84.0, inf)","[1.0, 31.0)","[3, 10)","[-inf, -15.0)"
586,586,-24.0,9,critical,car (new),2799,31.0,1 years,2,single,none,5 months,real estate,36,none,rent,2,0,2,,yes,skilled employee,male,5.0,5.0,12.0,Car,Good,skilled employee,critical,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[3, 10)","[-inf, -15.0)"
780,780,35.0,39,critical,radio/tv,4933,55.0,6 years,2,single,guarantor,0 months,real estate,25,none,own,2,1,1,,yes,skilled employee,male,0.0,0.0,72.0,domestic appliance,Bad,skilled employee,critical,"[24, 34)","[-inf, 2.0)","[36.0, 84.0)","[31.0, 155.0)","[37, 73)","[0.0, 102.0)"
672,672,0.0,60,repaid,car (new),10366,43.0,19 years,2,single,none,15 years,building society savings,42,none,own,1,0,1,2345198791.0,yes,mangement self-employed,male,15.0,180.0,228.0,Car,Good,Others,delayed/repaid,"[40, 45)","[132.0, 240.0)","[84.0, inf)","[31.0, 155.0)","[37, 73)","[-15.0, 0.0)"
119,119,180.0,12,critical,car (new),2366,512.0,7 years,3,divorced,none,4 years,other,36,none,own,1,0,1,2340616159.0,yes,mangement self-employed,male,4.0,48.0,84.0,Car,Good,Others,critical,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[155.0, inf)","[10, 16)","[102.0, inf)"
53,53,0.0,18,repaid,car (used),3378,0.0,2 years,2,single,none,,building society savings,31,none,own,1,0,1,2340778348.0,yes,skilled employee,male,,-500.0,24.0,Car,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[0.0, 1.0)","[16, 19)","[-15.0, 0.0)"
151,151,0.0,10,repaid,radio/tv,1924,5.0,2 years,1,single,none,22 years,building society savings,38,none,own,1,0,1,2343704356.0,no,skilled employee,male,22.0,264.0,24.0,domestic appliance,Good,skilled employee,delayed/repaid,"[34, 40)","[240.0, inf)","[3.0, 24.0)","[1.0, 31.0)","[10, 16)","[-15.0, 0.0)"
403,403,0.0,14,delayed,car (new),802,64.0,2 years,4,single,none,8 months,other,27,none,own,2,0,1,,yes,unskilled resident,male,8.0,8.0,24.0,Car,Good,unskilled resident,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
945,945,151.0,48,fully repaid,car (new),8358,579.0,5 months,1,single,none,,other,30,none,own,2,0,1,,yes,skilled employee,female,,-500.0,5.0,Car,Good,skilled employee,fully repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[155.0, inf)","[37, 73)","[102.0, inf)"
207,207,147.0,12,critical,domestic appliances,1424,59.0,6 years,4,single,none,1 years,building society savings,26,none,own,1,0,1,,yes,skilled employee,male,1.0,12.0,72.0,domestic appliance,Good,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[10, 16)","[102.0, inf)"
658,658,68.0,30,fully repaid,business,4221,17.0,2 years,2,single,none,,other,28,none,own,2,0,1,,yes,skilled employee,female,,-500.0,24.0,Others,Good,skilled employee,fully repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[1.0, 31.0)","[19, 31)","[0.0, 102.0)"
843,843,0.0,24,fully repaid this bank,business,1559,80.0,5 years,4,single,none,11 years,other,50,bank,own,1,0,1,2348899873.0,yes,skilled employee,male,11.0,132.0,60.0,Others,Good,skilled employee,fully repaid,"[45, 53)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
762,762,-27.0,12,repaid,radio/tv,2214,76.0,1 years,4,single,none,4 years,building society savings,24,none,own,1,0,1,,yes,unskilled resident,male,4.0,48.0,12.0,domestic appliance,Good,unskilled resident,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
8,8,0.0,12,repaid,radio/tv,3059,18426.0,4 years,2,divorced,none,24 years,real estate,61,none,own,1,0,1,,yes,unskilled resident,male,24.0,288.0,48.0,domestic appliance,Good,unskilled resident,delayed/repaid,"[53, 76)","[240.0, inf)","[36.0, 84.0)","[155.0, inf)","[10, 16)","[-15.0, 0.0)"
807,807,0.0,12,critical,radio/tv,930,0.0,8 years,4,single,none,10 years,real estate,65,none,own,4,0,1,,yes,skilled employee,male,10.0,120.0,96.0,domestic appliance,Good,skilled employee,critical,"[53, 76)","[2.0, 132.0)","[84.0, inf)","[0.0, 1.0)","[10, 16)","[-15.0, 0.0)"
36,36,0.0,48,critical,education,6110,41.0,2 years,1,single,none,2 years,unknown/none,31,bank,for free,1,0,1,2342603711.0,yes,skilled employee,male,2.0,24.0,24.0,education,Good,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[37, 73)","[-15.0, 0.0)"
452,452,0.0,12,fully repaid,furniture,2759,83.0,12 years,2,single,none,15 years,building society savings,34,none,own,2,0,1,,yes,skilled employee,male,15.0,180.0,144.0,furniture,Good,skilled employee,fully repaid,"[34, 40)","[132.0, 240.0)","[84.0, inf)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
651,651,180.0,12,repaid,furniture,1922,39.0,2 years,4,single,none,6 months,building society savings,37,none,own,1,1,1,,yes,unskilled resident,male,6.0,6.0,24.0,furniture,Bad,unskilled resident,delayed/repaid,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[102.0, inf)"
253,253,0.0,24,delayed,furniture,4151,472.0,2 years,2,single,none,4 years,building society savings,35,none,own,2,0,1,,yes,skilled employee,male,4.0,48.0,24.0,furniture,Good,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
303,303,-15.0,10,critical,car (new),1038,4.0,5 years,4,single,co-applicant,3 years,building society savings,49,none,own,2,0,1,2345572952.0,yes,skilled employee,male,3.0,36.0,60.0,Car,Good,skilled employee,critical,"[45, 53)","[2.0, 132.0)","[36.0, 84.0)","[1.0, 31.0)","[10, 16)","[-inf, -15.0)"
746,746,-32.0,15,repaid,car (new),2511,4.0,,1,single,none,15 years,other,23,none,rent,1,0,1,,yes,skilled employee,female,15.0,180.0,-500.0,Car,Good,skilled employee,delayed/repaid,"[18, 24)","[132.0, 240.0)","[-inf, 3.0)","[1.0, 31.0)","[10, 16)","[-inf, -15.0)"
571,571,0.0,30,critical,radio/tv,5954,15.0,4 years,3,single,co-applicant,0 months,other,38,none,own,1,0,1,,yes,skilled employee,male,0.0,0.0,48.0,domestic appliance,Good,skilled employee,critical,"[34, 40)","[-inf, 2.0)","[36.0, 84.0)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
623,623,-19.0,12,repaid,furniture,1858,35.0,4 months,4,single,none,,other,22,none,rent,1,0,1,,yes,skilled employee,female,,-500.0,4.0,furniture,Good,skilled employee,delayed/repaid,"[18, 24)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
732,732,184.0,8,repaid,radio/tv,760,69.0,5 years,4,single,guarantor,9 months,real estate,44,none,own,1,0,1,,yes,unskilled resident,female,9.0,9.0,60.0,domestic appliance,Good,unskilled resident,delayed/repaid,"[40, 45)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[3, 10)","[102.0, inf)"
891,891,0.0,15,critical,radio/tv,1829,75.0,19 years,4,single,none,11 years,other,46,none,own,2,0,1,2344310198.0,yes,skilled employee,male,11.0,132.0,228.0,domestic appliance,Good,skilled employee,critical,"[45, 53)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
262,262,-40.0,18,critical,car (new),5302,93.0,7 years,2,single,none,18 years,unknown/none,36,none,for free,3,0,1,2340182026.0,yes,mangement self-employed,male,18.0,216.0,84.0,Car,Good,Others,critical,"[34, 40)","[132.0, 240.0)","[36.0, 84.0)","[31.0, 155.0)","[16, 19)","[-inf, -15.0)"
610,610,-23.0,12,repaid,domestic appliances,741,408.0,,4,single,none,2 years,building society savings,22,none,own,1,1,1,,yes,skilled employee,female,2.0,24.0,-500.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[18, 24)","[2.0, 132.0)","[-inf, 3.0)","[155.0, inf)","[10, 16)","[-inf, -15.0)"
297,297,0.0,10,repaid,car (new),1287,0.0,9 years,4,single,co-applicant,8 months,building society savings,45,none,own,1,0,1,,no,unskilled resident,male,8.0,8.0,108.0,Car,Good,unskilled resident,delayed/repaid,"[45, 53)","[2.0, 132.0)","[84.0, inf)","[0.0, 1.0)","[10, 16)","[-15.0, 0.0)"
414,414,-12.0,24,repaid,car (new),1381,0.0,2 years,4,single,none,2 months,building society savings,35,none,own,1,1,1,,yes,skilled employee,female,2.0,2.0,24.0,Car,Bad,skilled employee,delayed/repaid,"[34, 40)","[-inf, 2.0)","[3.0, 24.0)","[0.0, 1.0)","[19, 31)","[-15.0, 0.0)"
150,150,0.0,6,repaid,radio/tv,1346,385.0,16 years,2,single,none,17 years,unknown/none,42,bank,for free,1,0,2,2348879852.0,yes,skilled employee,male,17.0,204.0,192.0,domestic appliance,Good,skilled employee,delayed/repaid,"[40, 45)","[132.0, 240.0)","[84.0, inf)","[155.0, inf)","[3, 10)","[-15.0, 0.0)"
788,788,142.0,48,delayed,education,6224,79.0,10 years,4,single,none,22 years,unknown/none,50,none,for free,1,1,1,,yes,skilled employee,male,22.0,264.0,120.0,education,Bad,skilled employee,delayed/repaid,"[45, 53)","[240.0, inf)","[84.0, inf)","[31.0, 155.0)","[37, 73)","[102.0, inf)"
640,640,-30.0,18,repaid,education,750,33.0,,4,single,none,,real estate,27,none,own,1,1,1,,yes,unemployed non-resident,female,,-500.0,-500.0,education,Bad,Others,delayed/repaid,"[24, 34)","[-inf, 2.0)","[-inf, 3.0)","[31.0, 155.0)","[16, 19)","[-inf, -15.0)"
889,889,0.0,28,fully repaid this bank,car (used),7824,0.0,5 months,3,single,guarantor,14 years,real estate,40,bank,rent,2,0,2,2347073971.0,yes,skilled employee,male,14.0,168.0,5.0,Car,Good,skilled employee,fully repaid,"[40, 45)","[132.0, 240.0)","[3.0, 24.0)","[0.0, 1.0)","[19, 31)","[-15.0, 0.0)"
550,550,0.0,12,critical,repairs,996,0.0,6 years,4,single,none,12 years,real estate,23,none,own,2,0,1,,yes,skilled employee,female,12.0,144.0,72.0,Others,Good,skilled employee,critical,"[18, 24)","[132.0, 240.0)","[36.0, 84.0)","[0.0, 1.0)","[10, 16)","[-15.0, 0.0)"
886,886,27.0,24,critical,business,2825,0.0,7 years,4,single,none,3 years,unknown/none,34,none,own,2,0,2,2349229556.0,yes,skilled employee,male,3.0,36.0,84.0,Others,Good,skilled employee,critical,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[0.0, 1.0)","[19, 31)","[0.0, 102.0)"
488,488,0.0,10,repaid,car (new),1418,388.0,1 years,3,single,none,1 months,real estate,35,none,rent,1,0,1,,no,unskilled resident,male,1.0,1.0,12.0,Car,Good,unskilled resident,delayed/repaid,"[34, 40)","[-inf, 2.0)","[3.0, 24.0)","[155.0, inf)","[10, 16)","[-15.0, 0.0)"
147,147,0.0,12,critical,car (new),682,184.0,4 years,4,single,none,4 years,other,51,none,own,2,0,1,2344418858.0,yes,skilled employee,female,4.0,48.0,48.0,Car,Good,skilled employee,critical,"[45, 53)","[2.0, 132.0)","[36.0, 84.0)","[155.0, inf)","[10, 16)","[-15.0, 0.0)"
146,146,-19.0,6,critical,car (new),860,80.0,14 years,1,single,none,18 years,unknown/none,39,none,own,2,0,1,2343972993.0,yes,skilled employee,female,18.0,216.0,168.0,Car,Good,skilled employee,critical,"[34, 40)","[132.0, 240.0)","[84.0, inf)","[31.0, 155.0)","[3, 10)","[-inf, -15.0)"
720,720,743.0,9,fully repaid,radio/tv,1337,62.0,7 months,4,single,none,0 months,other,34,none,own,2,1,1,2341175759.0,yes,mangement self-employed,male,0.0,0.0,7.0,domestic appliance,Bad,Others,fully repaid,"[34, 40)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[3, 10)","[102.0, inf)"
931,931,61.0,9,repaid,radio/tv,1670,60.0,10 months,4,single,none,8 months,other,22,none,own,1,1,1,2349418485.0,yes,skilled employee,female,8.0,8.0,10.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[18, 24)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[3, 10)","[0.0, 102.0)"
739,739,10.0,30,fully repaid,business,4280,364.0,2 years,4,single,none,19 years,other,26,none,rent,2,1,1,,yes,unskilled resident,female,19.0,228.0,24.0,Others,Bad,unskilled resident,fully repaid,"[24, 34)","[132.0, 240.0)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[0.0, 102.0)"
659,659,30.0,18,critical,furniture,6361,81.0,10 years,2,single,none,,unknown/none,41,none,own,1,0,1,2340203150.0,yes,skilled employee,male,,-500.0,120.0,furniture,Good,skilled employee,critical,"[40, 45)","[-inf, 2.0)","[84.0, inf)","[31.0, 155.0)","[16, 19)","[0.0, 102.0)"
348,348,0.0,6,delayed,business,1743,265.0,1 years,1,single,none,2 months,real estate,34,none,own,2,0,1,,yes,unskilled resident,male,2.0,2.0,12.0,Others,Good,unskilled resident,delayed/repaid,"[34, 40)","[-inf, 2.0)","[3.0, 24.0)","[155.0, inf)","[3, 10)","[-15.0, 0.0)"
463,463,82.0,12,repaid,retraining,754,0.0,13 years,4,single,none,19 years,building society savings,38,none,own,2,0,1,,yes,skilled employee,male,19.0,228.0,156.0,Others,Good,skilled employee,delayed/repaid,"[34, 40)","[132.0, 240.0)","[84.0, inf)","[0.0, 1.0)","[10, 16)","[0.0, 102.0)"
325,325,-43.0,8,critical,car (new),3398,66.0,6 years,1,single,none,20 years,real estate,39,none,own,2,0,1,,no,unskilled resident,male,20.0,240.0,72.0,Car,Good,unskilled resident,critical,"[34, 40)","[132.0, 240.0)","[36.0, 84.0)","[31.0, 155.0)","[3, 10)","[-inf, -15.0)"
186,186,42.0,9,fully repaid this bank,car (used),5129,49.0,15 years,2,single,none,10 years,unknown/none,74,bank,for free,1,1,2,2349982999.0,yes,mangement self-employed,female,10.0,120.0,180.0,Car,Bad,Others,fully repaid,"[53, 76)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[3, 10)","[0.0, 102.0)"
123,123,771.0,10,critical,car (new),781,56.0,19 years,4,single,none,18 years,unknown/none,63,none,for free,2,0,1,2348955918.0,yes,skilled employee,male,18.0,216.0,228.0,Car,Good,skilled employee,critical,"[53, 76)","[132.0, 240.0)","[84.0, inf)","[31.0, 155.0)","[10, 16)","[102.0, inf)"
853,853,-45.0,18,fully repaid this bank,car (new),1442,83.0,4 years,4,single,none,6 years,unknown/none,32,none,for free,2,1,2,,yes,unskilled resident,male,6.0,72.0,48.0,Car,Bad,unskilled resident,fully repaid,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[16, 19)","[-inf, -15.0)"
608,608,0.0,18,repaid,radio/tv,2051,0.0,6 months,4,single,none,,real estate,33,none,own,1,0,1,,yes,skilled employee,male,,-500.0,6.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[0.0, 1.0)","[16, 19)","[-15.0, 0.0)"
143,143,-15.0,18,repaid,furniture,2462,18.0,2 years,2,single,none,4 months,other,22,none,own,1,1,1,,yes,skilled employee,male,4.0,4.0,24.0,furniture,Bad,skilled employee,delayed/repaid,"[18, 24)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[16, 19)","[-inf, -15.0)"
958,958,-47.0,28,repaid,car (new),4006,89.0,1 years,3,single,none,0 months,other,45,none,own,1,1,1,,yes,unskilled resident,male,0.0,0.0,12.0,Car,Bad,unskilled resident,delayed/repaid,"[45, 53)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[19, 31)","[-inf, -15.0)"
